Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_source,lat_lon,Library_ID,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Strain
SRR14272035,AMPLICON,462,34108551,PRJNA718451,SAMN18754083,Pathogen.cl,31323864,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633668,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011823,Oropharyngeal swab,missing,K011823,K011823,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011823,SRP312925,SARS-CoV-2
SRR14272050,AMPLICON,479,38117736,PRJNA718451,SAMN18754069,Pathogen.cl,35006823,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633653,Mozambique,Africa,Mozambique,COVID-19,Homo sapiens,MinION,K011809,Oropharyngeal swab,missing,K011809,K011809,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011809,SRP312925,SARS-CoV-2
SRR14272059,AMPLICON,462,26977536,PRJNA718451,SAMN18754061,Pathogen.cl,24827751,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633644,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011801,Oropharyngeal swab,missing,K011801,K011801,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011801,SRP312925,SARS-CoV-2
SRR14272064,AMPLICON,476,30674938,PRJNA718451,SAMN18754056,Pathogen.cl,28226042,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-09-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633639,Mozambique,Africa,Mozambique: Tete,COVID-19,Homo sapiens,MinION,K011796,Oropharyngeal swab,missing,K011796,K011796,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011796,SRP312925,SARS-CoV-2
SRR14272070,AMPLICON,499,139817551,PRJNA718451,SAMN18754051,Pathogen.cl,128254771,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-07-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633633,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011791,Oropharyngeal swab,missing,K011791,K011791,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011791,SRP312925,SARS-CoV-2
SRR14272034,AMPLICON,471,37394364,PRJNA718451,SAMN18754084,Pathogen.cl,34358768,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633669,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,MinION,K011824,Oropharyngeal swab,missing,K011824,K011824,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011824,SRP312925,SARS-CoV-2
SRR14272040,AMPLICON,466,18794100,PRJNA718451,SAMN18754078,Pathogen.cl,17308472,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-21,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633663,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011818,Oropharyngeal swab,missing,K011818,K011818,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011818,SRP312925,SARS-CoV-2
SRR14271998,AMPLICON,502,128175992,PRJNA718451,SAMN18754116,Pathogen.cl,117645223,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633705,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011856,Oropharyngeal swab,missing,K011856,K011856,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011856,SRP312925,SARS-CoV-2
SRR14272012,AMPLICON,465,25129911,PRJNA718451,SAMN18754104,Pathogen.cl,23123501,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-03-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633691,Mozambique,Africa,Mozambique: Gaza,COVID-19,Homo sapiens,MinION,K011844,Oropharyngeal swab,missing,K011844,K011844,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011844,SRP312925,SARS-CoV-2
SRR14272017,AMPLICON,451,24359436,PRJNA718451,SAMN18754099,Pathogen.cl,22439532,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633686,Mozambique,Africa,Mozambique: Cabo Delgado,COVID-19,Homo sapiens,MinION,K011839,Oropharyngeal swab,missing,K011839,K011839,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011839,SRP312925,SARS-CoV-2
SRR14272026,AMPLICON,475,49461379,PRJNA718451,SAMN18754091,Pathogen.cl,45418232,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-03-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633677,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011831,Oropharyngeal swab,missing,K011831,K011831,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011831,SRP312925,SARS-CoV-2
SRR14272032,AMPLICON,466,28292876,PRJNA718451,SAMN18754085,Pathogen.cl,26034024,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-01-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633671,Mozambique,Africa,Mozambique: Gaza,COVID-19,Homo sapiens,MinION,K011825,Oropharyngeal swab,missing,K011825,K011825,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011825,SRP312925,SARS-CoV-2
SRR14272015,AMPLICON,459,23827814,PRJNA718451,SAMN18754101,Pathogen.cl,21920365,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633688,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011841,Oropharyngeal swab,missing,K011841,K011841,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011841,SRP312925,SARS-CoV-2
SRR14272002,AMPLICON,476,40888518,PRJNA718451,SAMN18754113,Pathogen.cl,37532684,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-21,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633701,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011853,Oropharyngeal swab,missing,K011853,K011853,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011853,SRP312925,SARS-CoV-2
SRR14271997,AMPLICON,488,80121479,PRJNA718451,SAMN18754117,Pathogen.cl,73481552,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633706,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011857,Oropharyngeal swab,missing,K011857,K011857,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011857,SRP312925,SARS-CoV-2
SRR14272049,AMPLICON,461,15196303,PRJNA718451,SAMN18754070,Pathogen.cl,14013179,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633654,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011810,Oropharyngeal swab,missing,K011810,K011810,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011810,SRP312925,SARS-CoV-2
SRR14271963,AMPLICON,464,29814186,PRJNA718451,SAMN18754270,Pathogen.cl,27337061,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633620,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011874,Oropharyngeal swab,missing,K011874,K011874,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011874,SRP312925,SARS-CoV-2
SRR14271986,AMPLICON,460,30400985,PRJNA718451,SAMN18754127,Pathogen.cl,27941357,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633717,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011867,Oropharyngeal swab,missing,K011867,K011867,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011867,SRP312925,SARS-CoV-2
SRR14272000,AMPLICON,461,23162678,PRJNA718451,SAMN18754043,Pathogen.cl,21311509,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-07-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633703,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011783,Oropharyngeal swab,missing,K011783,K011783,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011783,SRP312925,SARS-CoV-2
SRR14271960,AMPLICON,468,30188515,PRJNA718451,SAMN18754273,Pathogen.cl,27625170,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633623,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,MinION,K011877,Oropharyngeal swab,missing,K011877,K011877,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011877,SRP312925,SARS-CoV-2
SRR14271961,AMPLICON,457,47549896,PRJNA718451,SAMN18754272,Pathogen.cl,43521134,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633622,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011876,Oropharyngeal swab,missing,K011876,K011876,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011876,SRP312925,SARS-CoV-2
SRR14271968,AMPLICON,467,36393077,PRJNA718451,SAMN18754288,Pathogen.cl,33292538,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633615,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,MinION,K011892,Oropharyngeal swab,missing,K011892,K011892,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011892,SRP312925,SARS-CoV-2
SRR14271969,AMPLICON,462,42738712,PRJNA718451,SAMN18754287,Pathogen.cl,39056965,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633614,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011891,Oropharyngeal swab,missing,K011891,K011891,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011891,SRP312925,SARS-CoV-2
SRR14271970,AMPLICON,473,36238997,PRJNA718451,SAMN18754286,Pathogen.cl,33172499,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633613,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011890,Oropharyngeal swab,missing,K011890,K011890,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011890,SRP312925,SARS-CoV-2
SRR14271971,AMPLICON,499,118872752,PRJNA718451,SAMN18754285,Pathogen.cl,108381801,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633612,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,MinION,K011889,Oropharyngeal swab,missing,K011889,K011889,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011889,SRP312925,SARS-CoV-2
SRR14271974,AMPLICON,479,29871268,PRJNA718451,SAMN18754283,Pathogen.cl,27337851,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633609,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011887,Oropharyngeal swab,missing,K011887,K011887,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011887,SRP312925,SARS-CoV-2
SRR14271975,AMPLICON,494,75457963,PRJNA718451,SAMN18754282,Pathogen.cl,68931188,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633608,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011886,Oropharyngeal swab,missing,K011886,K011886,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011886,SRP312925,SARS-CoV-2
SRR14271976,AMPLICON,488,24833972,PRJNA718451,SAMN18754281,Pathogen.cl,22752979,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633607,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011885,Oropharyngeal swab,missing,K011885,K011885,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011885,SRP312925,SARS-CoV-2
SRR14271982,AMPLICON,463,40239701,PRJNA718451,SAMN18754275,Pathogen.cl,36887079,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633601,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,MinION,K011879,Oropharyngeal swab,missing,K011879,K011879,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011879,SRP312925,SARS-CoV-2
SRR14271984,AMPLICON,467,43189187,PRJNA718451,SAMN18754265,Pathogen.cl,39493846,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633599,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,MinION,K011869,Oropharyngeal swab,missing,K011869,K011869,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011869,SRP312925,SARS-CoV-2
SRR14271987,AMPLICON,454,34556402,PRJNA718451,SAMN18754126,Pathogen.cl,31777964,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633716,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011866,Oropharyngeal swab,missing,K011866,K011866,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011866,SRP312925,SARS-CoV-2
SRR14271989,AMPLICON,489,55433591,PRJNA718451,SAMN18754044,Pathogen.cl,50901968,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-07-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633714,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011784,Oropharyngeal swab,missing,K011784,K011784,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011784,SRP312925,SARS-CoV-2
SRR14271990,AMPLICON,449,33047485,PRJNA718451,SAMN18754124,Pathogen.cl,30404706,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633713,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011864,Oropharyngeal swab,missing,K011864,K011864,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011864,SRP312925,SARS-CoV-2
SRR14271991,AMPLICON,470,30011349,PRJNA718451,SAMN18754123,Pathogen.cl,27597545,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633712,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011863,Oropharyngeal swab,missing,K011863,K011863,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011863,SRP312925,SARS-CoV-2
SRR14271995,AMPLICON,442,30442030,PRJNA718451,SAMN18754119,Pathogen.cl,28049351,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633708,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011859,Oropharyngeal swab,missing,K011859,K011859,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011859,SRP312925,SARS-CoV-2
SRR14271996,AMPLICON,440,22968175,PRJNA718451,SAMN18754118,Pathogen.cl,21141684,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633707,Mozambique,Africa,Mozambique,COVID-19,Homo sapiens,MinION,K011858,Oropharyngeal swab,missing,K011858,K011858,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011858,SRP312925,SARS-CoV-2
SRR14271999,AMPLICON,453,14166837,PRJNA718451,SAMN18754115,Pathogen.cl,13079819,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633704,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011855,Oropharyngeal swab,missing,K011855,K011855,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011855,SRP312925,SARS-CoV-2
SRR14272001,AMPLICON,452,26569303,PRJNA718451,SAMN18754114,Pathogen.cl,24502370,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633702,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011854,Oropharyngeal swab,missing,K011854,K011854,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011854,SRP312925,SARS-CoV-2
SRR14272005,AMPLICON,416,13060845,PRJNA718451,SAMN18754110,Pathogen.cl,12077630,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633698,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011850,Oropharyngeal swab,missing,K011850,K011850,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011850,SRP312925,SARS-CoV-2
SRR14272006,AMPLICON,479,36273307,PRJNA718451,SAMN18754109,Pathogen.cl,33351054,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633697,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011849,Oropharyngeal swab,missing,K011849,K011849,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011849,SRP312925,SARS-CoV-2
SRR14272008,AMPLICON,413,22792631,PRJNA718451,SAMN18754107,Pathogen.cl,21045499,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633695,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011847,Oropharyngeal swab,missing,K011847,K011847,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011847,SRP312925,SARS-CoV-2
SRR14272009,AMPLICON,480,30543964,PRJNA718451,SAMN18754106,Pathogen.cl,28108994,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633694,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011846,Oropharyngeal swab,missing,K011846,K011846,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011846,SRP312925,SARS-CoV-2
